midpoint	G12
44610.0	0.04875148632580261
85314.5	0.07015457788347204
110748.5	0.07253269916765755
138567.0	0.07015457788347204
167400.5	0.07015457788347204
194999.5	0.07015457788347204
221697.5	0.04875148632580261
244252.5	0.04875148632580261
263164.5	0.04875148632580261
276686.5	0.04875148632580261
290860.5	0.04875148632580261
302075.0	0.04875148632580261
315160.0	0.04875148632580261
327042.0	0.04875148632580261
354596.5	0.04875148632580261
371410.0	0.04875148632580261
386528.5	0.04875148632580261
396810.0	0.04875148632580261
407425.5	0.04875148632580261
416930.5	0.04875148632580261
429872.0	0.04875148632580261
441534.0	0.04875148632580261
453255.0	0.04875148632580261
464587.5	0.04875148632580261
474011.0	0.04875148632580261
484139.0	0.04875148632580261
494175.0	0.04875148632580261
501854.0	0.04875148632580261
513102.5	0.04875148632580261
522648.5	0.04875148632580261
531464.5	0.04875148632580261
539802.0	0.04875148632580261
550378.5	0.04875148632580261
560452.0	0.04875148632580261
570521.0	0.04875148632580261
581285.5	0.04875148632580261
592422.5	0.04875148632580261
601587.0	0.04875148632580261
608732.5	0.04875148632580261
618699.5	0.04875148632580261
627552.0	0.04875148632580261
636695.5	0.04875148632580261
649216.0	0.04875148632580261
661464.0	0.04875148632580261
673292.5	0.04875148632580261
681280.5	0.04875148632580261
689342.0	0.04875148632580261
695913.0	0.04875148632580261
706318.5	0.04875148632580261
718216.0	0.04875148632580261
725749.5	0.04875148632580261
732129.5	0.04875148632580261
740180.5	0.04875148632580261
747308.5	0.04875148632580261
753271.5	0.04875148632580261
760306.5	0.04875148632580261
767382.5	0.04875148632580261
774740.0	0.04875148632580261
781674.0	0.04875148632580261
787940.0	0.04875148632580261
795161.0	0.04875148632580261
801416.5	0.04875148632580261
809087.5	0.04875148632580261
815412.0	0.04875148632580261
823178.5	0.04875148632580261
829866.0	0.04875148632580261
836176.0	0.04875148632580261
852119.0	0.04875148632580261
864852.0	0.04875148632580261
871857.0	0.04875148632580261
879132.0	0.04875148632580261
887613.5	0.04875148632580261
894697.5	0.04875148632580261
901861.5	0.04875148632580261
910195.0	0.04875148632580261
917518.0	0.04875148632580261
924168.0	0.04875148632580261
930835.0	0.04875148632580261
938578.0	0.04875148632580261
945691.5	0.04875148632580261
952885.5	0.04875148632580261
959311.5	0.04875148632580261
966461.5	0.04875148632580261
973998.0	0.04875148632580261
981648.0	0.04875148632580261
988876.0	0.04875148632580261
996240.5	0.04875148632580261
1004447.5	0.04875148632580261
1012738.5	0.05826397146254459
1020451.5	0.04875148632580261
1028117.5	0.04875148632580261
1036227.0	0.04875148632580261
1045588.5	0.04875148632580261
1053070.5	0.04875148632580261
1061829.5	0.04875148632580261
1069717.5	0.04875148632580261
1077472.5	0.04875148632580261
1084492.0	0.04875148632580261
1093800.0	0.04875148632580261
1102210.5	0.04875148632580261
1108809.5	0.04875148632580261
1117009.0	0.04875148632580261
1125297.5	0.04875148632580261
1132872.0	0.04875148632580261
1141479.5	0.04875148632580261
1149477.0	0.04875148632580261
1159186.5	0.04875148632580261
1167883.0	0.04875148632580261
1176747.5	0.04875148632580261
1187241.0	0.04875148632580261
1196414.5	0.04875148632580261
1204572.5	0.04875148632580261
1211593.0	0.04875148632580261
1221216.5	0.04875148632580261
1238093.5	0.04875148632580261
1251349.5	0.04875148632580261
1260802.0	0.04875148632580261
1267989.0	0.04875148632580261
1276017.5	0.04875148632580261
1285567.0	0.04875148632580261
1294680.5	0.04875148632580261
1302462.0	0.04875148632580261
1311068.5	0.04875148632580261
1318464.5	0.04875148632580261
1325477.5	0.04875148632580261
1331996.5	0.04875148632580261
1340576.5	0.04161712247324613
1348492.0	0.04161712247324613
1355702.0	0.04161712247324613
1368283.0	0.04161712247324613
1375466.5	0.04161712247324613
1382842.5	0.04161712247324613
1389612.0	0.04161712247324613
1396783.0	0.04161712247324613
1405486.5	0.04161712247324613
1412975.5	0.04161712247324613
1420596.5	0.04875148632580261
1428985.0	0.04875148632580261
1437647.5	0.04875148632580261
1445419.5	0.04875148632580261
1452334.0	0.04875148632580261
1459421.0	0.04875148632580261
1468007.5	0.04875148632580261
1475824.5	0.04875148632580261
1483204.0	0.04875148632580261
1491387.5	0.04875148632580261
1499714.5	0.04875148632580261
1508315.0	0.04875148632580261
1517077.5	0.04875148632580261
1524501.5	0.04875148632580261
1532623.5	0.04875148632580261
1541177.5	0.04875148632580261
1548050.5	0.04875148632580261
1556079.0	0.04875148632580261
1563883.5	0.04875148632580261
1572901.0	0.04161712247324613
1581275.0	0.04161712247324613
1590148.5	0.04161712247324613
1598249.5	0.04161712247324613
1605025.5	0.04161712247324613
1614283.5	0.036860879904875146
1628770.5	0.036860879904875146
1639671.0	0.036860879904875146
1649407.5	0.036860879904875146
1658066.5	0.036860879904875146
1664491.5	0.036860879904875146
