midpoint	G12
46685.0	0.054178145087236
87214.5	0.08539944903581269
115109.0	0.07254361799816346
144461.0	0.08539944903581269
170878.5	0.07254361799816346
203788.0	0.05050505050505051
231281.5	0.05050505050505051
251531.5	0.05050505050505051
270163.0	0.05050505050505051
284076.5	0.05050505050505051
298049.0	0.05050505050505051
309357.5	0.05234159779614325
322471.5	0.05050505050505051
350819.0	0.05050505050505051
367312.0	0.08172635445362719
378758.0	0.08172635445362719
390360.0	0.08172635445362719
400346.0	0.08356290174471993
409987.5	0.08356290174471993
419201.0	0.05050505050505051
431964.0	0.05050505050505051
442735.5	0.05050505050505051
456236.5	0.04866850321395777
466222.5	0.04866850321395777
475215.5	0.04866850321395777
484006.0	0.04866850321395777
492534.0	0.04866850321395777
500603.5	0.04866850321395777
509688.5	0.05050505050505051
518074.5	0.05050505050505051
526888.0	0.05050505050505051
534621.0	0.05050505050505051
542469.0	0.05050505050505051
551943.0	0.05050505050505051
561780.5	0.05050505050505051
571700.0	0.05050505050505051
581653.5	0.05050505050505051
591787.5	0.04866850321395777
599568.5	0.04866850321395777
606390.5	0.04866850321395777
615039.0	0.04866850321395777
623575.5	0.04866850321395777
633086.5	0.04866850321395777
643924.5	0.04866850321395777
656854.0	0.04866850321395777
665966.5	0.04866850321395777
676924.5	0.04866850321395777
684550.5	0.04866850321395777
691127.5	0.04866850321395777
697665.5	0.04866850321395777
707398.5	0.04866850321395777
718784.5	0.04866850321395777
725030.0	0.04866850321395777
731259.5	0.04866850321395777
737309.0	0.04866850321395777
743930.5	0.04866850321395777
749990.5	0.04866850321395777
754948.0	0.04866850321395777
761002.0	0.04866850321395777
767398.5	0.04866850321395777
773949.5	0.04866850321395777
780324.5	0.04866850321395777
784966.5	0.04866850321395777
791127.0	0.04866850321395777
797193.5	0.04866850321395777
803166.0	0.041322314049586785
809494.0	0.041322314049586785
814498.0	0.041322314049586785
820279.5	0.041322314049586785
826257.5	0.041322314049586785
831952.0	0.041322314049586785
837594.5	0.041322314049586785
852897.0	0.041322314049586785
864307.0	0.041322314049586785
869959.0	0.041322314049586785
876432.5	0.04315886134067953
883590.5	0.04315886134067953
890950.0	0.04315886134067953
896833.5	0.04315886134067953
903338.0	0.04315886134067953
909936.5	0.04315886134067953
916223.5	0.04315886134067953
922167.0	0.04315886134067953
927968.5	0.04315886134067953
934329.0	0.04315886134067953
940563.5	0.04315886134067953
946436.5	0.04315886134067953
952543.5	0.04315886134067953
958368.5	0.04315886134067953
964493.0	0.04315886134067953
971253.0	0.04315886134067953
976736.0	0.04315886134067953
983221.0	0.04315886134067953
989157.0	0.04315886134067953
995244.5	0.04315886134067953
1001896.0	0.04315886134067953
1009117.5	0.04315886134067953
1015573.5	0.041322314049586785
1022375.5	0.041322314049586785
1028664.5	0.041322314049586785
1035758.5	0.041322314049586785
1042986.0	0.041322314049586785
1049431.5	0.041322314049586785
1056095.5	0.041322314049586785
1062158.0	0.041322314049586785
1068442.5	0.041322314049586785
1074360.0	0.041322314049586785
1079674.0	0.041322314049586785
1085356.0	0.03581267217630855
1092989.0	0.041322314049586785
1100671.5	0.041322314049586785
1107160.0	0.041322314049586785
1113646.0	0.041322314049586785
1121677.0	0.041322314049586785
1128530.0	0.041322314049586785
1135452.5	0.041322314049586785
1142866.5	0.041322314049586785
1149643.0	0.041322314049586785
1158465.0	0.041322314049586785
1167059.0	0.041322314049586785
1174011.5	0.041322314049586785
1184071.5	0.041322314049586785
1191299.5	0.041322314049586785
1198600.5	0.041322314049586785
1204968.5	0.041322314049586785
1211232.5	0.041322314049586785
1218729.5	0.041322314049586785
1236315.0	0.04315886134067953
1247942.5	0.04315886134067953
1257560.5	0.04315886134067953
1263786.0	0.04315886134067953
1270352.0	0.04315886134067953
1278473.5	0.04315886134067953
1286144.5	0.04315886134067953
1294456.5	0.04315886134067953
1300858.0	0.04315886134067953
1306507.0	0.04315886134067953
1313322.5	0.04315886134067953
1319354.5	0.04315886134067953
1325195.5	0.04315886134067953
1330621.0	0.04315886134067953
1337219.0	0.04315886134067953
1344551.5	0.041322314049586785
1349928.0	0.041322314049586785
1355472.5	0.041322314049586785
1367279.0	0.041322314049586785
1374016.5	0.041322314049586785
1380137.0	0.041322314049586785
1385639.0	0.041322314049586785
1391151.5	0.04866850321395777
1398429.5	0.04866850321395777
1405493.5	0.04866850321395777
1411998.5	0.04866850321395777
1418893.5	0.04866850321395777
1426039.0	0.04866850321395777
1433339.0	0.04866850321395777
1440170.5	0.041322314049586785
1446032.0	0.041322314049586785
1452776.0	0.041322314049586785
1458938.5	0.041322314049586785
1465938.0	0.041322314049586785
1473759.0	0.041322314049586785
1479730.0	0.041322314049586785
1486556.0	0.041322314049586785
1493593.0	0.041322314049586785
1501409.5	0.041322314049586785
1509626.0	0.041322314049586785
1517157.5	0.04315886134067953
1524295.5	0.041322314049586785
1530906.5	0.041322314049586785
1537951.5	0.03581267217630855
1544269.0	0.03581267217630855
1550901.0	0.03581267217630855
1557214.0	0.03581267217630855
