	midpoints	pbs
0	416577.676	0.00693666702765055
1	1285670.525	0.016866051799923558
2	2304674.545	-0.013862806831934601
3	2954494.439	-0.02379161227651935
4	3134317.463	-0.019137064828767696
5	3249268.123	-0.03107782300671665
6	3337077.239	-0.022777848060084187
7	3407721.013	-0.016708316955700644
8	3448676.56	-0.006991707849920126
9	3491303.713	0.01801621448807113
10	3528831.9	0.012082099416569472
11	3587902.72	0.01780815063412476
12	3637070.188	0.016650904570804936
13	3682778.414	0.015072692315962897
14	3719588.341	0.01162702751951922
15	3754085.897	0.008034558083397966
16	3802970.79	-0.00014283595811605016
17	3861618.153	0.00274728398581365
18	3896804.022	0.005342942386842638
19	3940526.226	-0.0001751330042458896
20	3973333.679	-0.006378886866473016
21	4102002.645	-0.0038538553189236
22	4144063.592	-0.007352845170208399
23	4186644.748	-0.0009226951854444015
24	4235879.346	-0.003166969655503695
25	4271021.006	-0.006101755273930969
26	4299777.061	-0.005290937453629167
27	4328958.723	-0.004236424440683408
28	4364838.388	-0.003085539996264125
29	4411125.173	-0.00579590003012889
30	4444950.692	-0.0037142567047803157
31	4483044.085	-0.0025655144079000883
32	4515460.382	-0.004234323000944677
33	4560830.277	-0.0015081469199312262
34	4598611.207	-0.002861367390879117
35	4664759.505	-0.004619158910214578
36	4711005.239	-0.0018545788047017568
37	4743565.812	-0.002326472717103228
38	4771773.117	-0.0032065541678302474
39	4797373.748	-0.0024261208246617143
40	4823027.015	0.0004971850868963784
41	4860936.493	-0.0011106969711755178
42	4906486.489	0.0015562808264678466
43	4946434.384	-0.001196923787252323
44	4978152.933	0.0012207310797001472
45	5021122.223	-0.0064692152272489215
46	5291440.432	-0.0022281141849315412
47	5501745.085	0.003846188043576235
48	5554038.741	-0.007972403870207144
49	5629054.836	-0.009169021721632224
50	5678012.091	-0.0029469422942531025
51	5719964.607	-0.006957147311852717
52	5768037.685	-0.004636822296675111
53	5809084.043	-0.001962123069000517
54	5865581.944	0.00037152992070078276
55	5910948.299	-0.004555973802533094
56	5953874.996	-0.006388567199065468
57	6007603.005	-0.0030584366092981253
58	6052162.431	0.0028565171436953237
59	6096420.372	-0.004928930015297575
60	6128876.311	-0.005115694275608085
61	6161944.314	-0.006104302982906212
62	6187275.902	-0.0003421648259984689
63	6217125.315	-0.001989053806553865
64	6250615.054	-0.0016529900588119059
65	6349723.021	-0.0007371715603274673
66	6400649.96	-0.004879025371554468
67	6435112.278	-0.006113655037122033
68	6464297.536	-0.003870961896370189
69	6503615.233	-0.004187982900781501
70	6539976.909	-0.004778287201914038
71	6590946.282	0.0006852591578423567
72	6630275.508	-0.002495626014322509
73	6666207.133	-0.006212879406548862
74	6703493.73	-0.004948224906723427
75	6733951.965	-0.0013873669975186281
76	6763192.707	-0.003042391322422466
77	6797096.21	-0.004431147159772099
78	6828213.378	-0.0057376488602637705
79	6857956.463	-0.0047752013869185594
80	6890035.813	-0.002308517265634793
81	6921686.468	-0.0016755207049790404
82	6950008.425	-0.0042028549162775805
83	6987869.809	-0.0068783727097500805
84	7034728.84	0.004962196455195811
85	7078792.201	0.0033619965084175393
86	7127103.881	-0.0015535258166931962
87	7186776.24	-0.0004901470050961899
88	7225228.398	0.00032341588927914784
89	7254361.289	-0.0027864031338413328
90	7299896.684	-0.000885347651122902
91	7340370.409	-0.0014309159322968984
92	7442209.553	-0.00202373980176385
93	7540174.725	-0.0013753977230067439
94	7575625.571	-0.006392923166614101
95	7608206.501	-0.004669441290411074
96	7637279.555	-0.004639438145204939
97	7671394.296	-0.00827202363822604
98	7703629.928	-0.010698805095197616
99	7733129.12	-0.008479494820782394
100	7771742.561	-0.007592911429625489
101	7806889.477	-0.0074229138045051905
102	7833697.223	-0.009352090083441428
103	7867774.414	-0.008748923775412323
104	7902122.151	-0.009009982908503265
105	7932702.995	-0.010788045107634724
106	7959029.192	-0.007496512965120179
107	7984938.844	-0.0032449570105586804
108	8012615.889	-0.00813486850326343
109	8047616.086	-0.00497436960552912
110	8068109.378	-0.006929013909055276
111	8089998.05	-0.009506975189358285
112	8121060.662	-0.007441601667294828
113	8153387.907	-0.014171095438909377
114	8206267.804	-0.00888024195354577
115	8242614.833	-0.00708425102169795
116	8275804.905	0.00040882323466959723
117	8316558.121	-0.006465503984917719
118	8464850.427	-0.006345819887435533
119	8609304.29	-0.004588062988073612
120	8644971.77	-0.004306476896108162
121	8682163.818	-0.004271343957235925
122	8714203.278	-0.010422141258349072
123	8747257.885	-0.005318887484195273
124	8784816.094	-0.007761161620837296
125	8823454.738	-0.007159874752906018
126	8867866.765	-0.006816396988627931
127	8906431.385	-0.005938343669281411
128	8941958.797	-0.006896176526921695
129	8974408.121	-0.00829722870288682
130	9007427.925	-0.0037437299103800763
131	9031648.911	-0.006545562261157103
132	9066710.124	-0.003172931221385618
133	9102617.4	-0.006023600021001418
134	9168444.422	-0.0027399045345380636
135	9195548.058	-0.002235786673155505
136	9233945.73	-0.0103036136087246
137	9312798.374	0.002418793867228713
138	9347411.624	0.004471954553410031
139	9386508.329	-0.0053034417559674725
140	9422552.245	-0.0006581826321802891
141	9452172.952	-0.007029218787577854
142	9481974.03	-0.005142576430863677
