	midpoints	pbs
0	207232.22	-0.011002349641523988
1	514745.128	-0.020770075856857546
2	824600.044	-0.017645531240348233
3	1145206.126	-0.013031948683385657
4	1604374.852	-0.0042777167783193204
5	2021849.88	0.019467391901116588
6	2624854.156	0.006399909342758238
7	2961703.437	-0.008691011583254669
8	3071170.982	-0.021807552210284416
9	3147997.73	-0.02740645468475504
10	3219726.763	-0.02341914414227323
11	3264139.465	-0.014810193807452453
12	3303669.425	-0.005839280435119468
13	3369699.833	-0.01272941925202337
14	3404919.164	-0.010013676970448722
15	3432346.838	-0.007779775221630694
16	3461369.817	0.0016260646858278051
17	3496011.767	-0.0007649813593593397
18	3523770.965	-0.0019560772234636136
19	3561830.018	-0.00033494848973519354
20	3604988.866	-0.0017903549144349395
21	3629788.849	-0.0013439818686994736
22	3662434.428	-0.00619018912381303
23	3688412.603	-0.006333342428933817
24	3713838.127	-5.7523417707504956e-05
25	3732576.285	-0.009189240328865122
26	3753380.265	-0.007750641042581994
27	3781460.681	-0.006118603492288478
28	3823251.77	-0.012648843337278282
29	3860963.766	-0.007237821012757355
30	3882546.378	0.0031904960648786343
31	3916459.455	-0.0006088389473106547
32	3947087.822	0.005661097430947961
33	3973866.431	0.002592354570574114
34	4095481.224	-0.00017106810696538425
35	4138573.083	-0.0021560953226058624
36	4176879.551	0.0073072825059223275
37	4219231.596	0.0027962627237034317
38	4254442.937	0.0005697910332783734
39	4290239.966	0.003794595320898375
40	4324401.18	0.01099665955472516
41	4354978.159	0.002475363507711228
42	4406402.221	-0.002513805094486114
43	4435867.748	0.008000719685149303
44	4460631.734	0.002719563867539909
45	4493921.225	-0.004814738124611692
46	4514534.245	-0.0004928451928689279
47	4545297.193	-9.35209599545691e-05
48	4583471.297	0.006489956075198008
49	4624102.669	0.003643076338989236
50	4676122.932	0.0003382993371644207
51	4711497.073	0.0024496446660486264
52	4744144.048	0.0016293416207729921
53	4767616.88	-0.002181150924435246
54	4789228.137	0.0011156023240334746
55	4811023.238	0.007616720480365607
56	4843383.086	0.0010596516211843262
57	4875858.942	-0.0037462233256785027
58	4918922.299	0.00016727214865577692
59	4949729.385	2.1923663057502265e-05
60	4974417.019	0.0025014397458427273
61	5011558.203	0.0036810801155182835
62	5153723.988	0.0026898332790728442
63	5345841.012	-0.0013591908681631262
64	5488732.658	0.0020895115090911053
65	5518784.069	-0.0031179546439330827
66	5572689.281	0.0005250434540191932
67	5633559.877	0.005514673510375433
68	5667128.881	0.0027443598207774703
69	5700792.764	0.01163471727158436
70	5739784.358	0.006016102508202016
71	5783062.115	0.0035965755998793934
72	5814479.661	0.012953986350563648
73	5867253.064	0.006317710860998192
74	5897009.718	0.008834818560606984
75	5924423.645	0.01238073777084299
76	5971969.787	0.004267332365000739
77	6014781.459	0.007279311661557285
78	6053241.061	0.008659712993740104
79	6093458.871	0.00676479714717097
80	6119286.741	0.012840241012756177
81	6143970.226	0.0019900094959549607
82	6165405.501	0.0035127971317276104
83	6184625.75	0.0014580781771986542
84	6205981.186	-0.004877775381783573
85	6232794.822	-0.0027427358939284717
86	6253656.811	-0.0011839754582230273
87	6331347.246	-0.0037407267281881424
88	6389321.043	-0.003814028865713644
89	6417303.687	-0.0016260009534238323
90	6442934.286	-0.0040589189258498845
91	6469048.719	-0.006224634892634035
92	6500130.966	-0.005007217490516832
93	6526033.779	-6.593728703502832e-05
94	6545689.508	-0.005307768828902069
95	6589309.187	0.0022586969728377215
96	6621502.502	0.0025393270838365064
97	6650797.819	0.006227091048934695
98	6681109.143	0.001094158012958797
99	6713122.948	-0.0033501603829191925
100	6737226.815	-0.0031067104714873816
101	6759118.638	-0.002824874210975117
102	6787966.817	0.0019834141520226624
103	6814255.152	-0.002132216034681077
104	6845178.693	0.0031609630740605833
105	6869334.045	0.009087791658187329
106	6892522.298	-0.0022971376056770735
107	6912572.245	-0.0018415586752672831
108	6936468.789	-0.0025158516405270584
109	6962219.992	-0.0021666233188520367
110	6986624.487	-0.003423173545627984
111	7015970.441	-0.010638433704388297
112	7046083.305	0.011951672471896059
113	7073232.498	0.030535423751304563
114	7096634.08	0.005478091064747037
115	7128512.409	0.009199670581261558
116	7173284.009	0.0062147075298043695
117	7200168.211	0.007042517395597522
118	7227915.854	0.0037004958882515355
119	7243702.064	0.0005853741462193077
120	7270141.078	-0.0006656029455724819
121	7306075.496	0.004743932314841921
122	7334494.546	0.006161351608488339
123	7397348.22	-0.0009955497761720067
124	7473952.327	-0.002370244322635953
125	7539277.057	0.008639263310588372
126	7563862.714	0.0034075713178234766
127	7592747.512	0.00536044742392019
128	7615454.094	0.007284260845229809
129	7636409.198	0.0005525308945803911
130	7658927.58	-0.0005225351666536268
131	7684968.41	-0.004223788497830703
132	7706134.746	-0.010244036000343548
133	7731006.527	-0.011949561197734842
134	7767635.386	-0.005749619242202973
135	7797652.75	-0.00019008454114046816
136	7820619.881	0.00044241691529611586
137	7841542.948	-0.0009891457307414275
138	7865164.891	-0.0068704219403817645
139	7888391.388	-0.005032474296671961
140	7909042.808	-6.0105465045991145e-05
141	7927661.655	0.00027324212660917273
142	7947502.933	-0.0020320102790313305
143	7965571.049	0.0030639659148704317
144	7986025.394	-2.6537418611489106e-07
145	8004874.666	-0.002343375857393969
146	8027076.61	-0.00447435247420821
147	8049744.832	0.0005672938425250706
148	8063156.959	0.001711729995056694
149	8076848.925	-0.0014786033396441078
150	8092901.794	0.0015002831003168564
151	8113425.852	0.009288524354770176
152	8132317.58	0.00402656109749153
153	8151788.101	-0.00346783875762988
154	8185001.028	-0.011052234744841061
155	8221359.773	-0.0006719226817627994
156	8240161.508	-0.0017421012508175761
157	8260868.647	-0.003977968215920411
158	8275599.748	0.002203275171720004
159	8306239.886	0.0056965908970212035
160	8325630.642	0.009983603723342975
161	8455216.291	0.005058725189077606
162	8594235.108	-0.0016461319829018405
163	8621022.649	-0.0031335689217686378
164	8644581.383	-0.0033311885958597874
165	8672829.983	-0.002280532017644302
166	8693336.623	0.000853323817121387
167	8716503.695	-0.0011898527780123173
168	8738888.869	-0.001126388394499321
169	8757316.051	0.0006078224039134532
170	8785609.371	-0.001516275598200113
171	8810305.463	-0.0021439095521678794
172	8842888.08	0.0005896086478945483
173	8865820.869	-0.015004492113051077
174	8892167.83	-0.006660734591683049
175	8915611.484	-0.00238071703365105
176	8941676.032	0.0018076230334481348
177	8958663.801	4.4205153220929265e-05
178	8983575.576	0.003363407029757343
179	9004786.329	0.0003871233285012564
180	9018694.848	-0.002205415255390192
181	9036611.667	-8.862875595791762e-05
182	9059096.135	0.0009778229470856121
183	9078931.826	0.0019271037791317393
184	9107982.672	0.0035586893785048528
185	9163990.401	-0.001949471073173745
186	9182423.944	0.003609106743362884
187	9205712.063	0.004005573982653075
188	9232932.904	0.010555386091014762
189	9288355.714	0.0015060329667365181
190	9320026.749	0.0027308761244142464
191	9339401.831	0.0073629007308767
192	9366573.19	0.0004740961383353379
193	9387642.737	0.007092752021434026
194	9410611.801	0.013893620283717342
195	9437794.265	0.008584390239451104
196	9461283.335	0.004746926671606254
197	9484978.565	-0.0025899979801041573
198	9505244.504	-0.0006110279528327545
199	9534394.061	-0.002409436268708617
200	9557693.356	-0.00317510347030441
201	9579325.33	-0.0059857748327856895
202	9600074.875	-0.007742365378684564
203	9622033.109	-0.0026410001529719837
204	9645348.861	-0.001344180398745352
205	9661949.824	-0.0031432515708643854
206	9675001.387	-0.0018247164433139896
207	9693195.693	-0.0020829030332120716
208	9737228.373	-0.0003852379902621726
209	9758284.934	-0.004031226155469346
210	9781671.971	-0.007054468637791021
211	9807094.5	-0.0021415094650837235
212	9835768.678	0.0011561443017743598
213	9858681.841	0.0060173932081223945
214	9883836.257	0.001672319204557717
215	9899851.994	-0.003878697418293709
216	9920055.092	-0.0075441364349895035
217	9939430.394	-0.0030992217818335437
218	9956738.441	-0.004353231573342944
219	9973018.543	-0.0006108337067666984
220	9990700.255	0.0009315831824717213
221	10008115.444	-0.005928604262009197
222	10025512.732	0.000903415859842215
223	10043727.211	-0.004869517433097839
224	10060569.194	-0.005032219843604856
225	10075761.816	-0.0008638395649111511
226	10090903.268	0.00011599120739997981
227	10107970.418	-0.005447675160338024
228	10134806.505	-0.0025524847739324514
229	10162712.942	0.003450742698054966
230	10195875.742	-0.0019944526001701665
231	10219855.58	-0.0015037521220147097
232	10238889.3	-0.002796908506118712
233	10256822.355	0.003703561357646697
234	10272040.558	0.0038478656444529474
235	10288762.18	0.002928058900819459
236	10307586.429	0.003588461630900637
237	10323423.406	-0.003846038511931328
238	10341137.865	-0.0015732149243180894
239	10362383.72	-0.0019745569332739695
240	10387563.049	0.00429235786619995
241	10401197.105	-0.001913473416927075
242	10418435.217	-0.0007916796640948214
243	10436126.805	-0.0020817397562163265
244	10449628.958	-0.0009948414525450613
245	10462585.724	0.0015045464740354427
246	10479304.324	0.001588602827360901
247	10495235.093	0.0024929842268841765
248	10509155.127	-0.0024464959681648715
249	10529518.691	-7.821964136843103e-05
250	10547781.527	7.751512483904034e-05
251	10564146.319	-0.0005417254901249989
252	10586543.09	0.000978923485713347
253	10610628.248	0.0001155319339963816
254	10627035.659	0.0014640736084308786
255	10641072.551	-0.0025516025429939615
256	10656131.135	0.0008771177735110106
257	10668251.599	-0.002252098066623491
258	10681644.446	-0.001591315719874452
259	10695809.671	0.003483465296854438
260	10712858.263	0.0007616899116908832
261	10729265.554	-0.006006839007506352
262	10741901.011	-0.004692103653757426
263	10753995.069	-0.003273629212048208
264	10767477.192	-0.0034448073541994474
265	10783428.709	0.0002893800802253039
266	10798595.841	5.317266689423686e-05
267	10816949.596	-0.0018842762005900704
268	10832776.672	-0.003602196268356552
269	10849128.153	0.0009118681126815297
270	10862677.907	-0.000603372697466396
271	10876188.682	0.0012074992327934496
272	10890919.428	0.00029033756745804024
273	10902687.027	-0.001021794275868908
274	10921381.94	-0.001122664458527375
275	10943999.098	0.001759139854923828
276	10978007.29	0.001240117744818846
277	10995005.501	-0.003380069689423695
278	11015495.126	-0.003873714087720141
279	11030581.841	0.004004515962354734
280	11048682.269	0.00023150392890478226
281	11069693.417	0.005947904718392728
282	11090097.624	0.0007848416611886943
283	11109838.448	0.0046054208199788555
284	11130527.271	-0.002091898663053031
285	11144042.917	0.001597507296391645
286	11162145.925	0.006953805463373044
287	11181425.315	0.00736263040175819
288	11202788.009	0.005117176161119819
289	11226579.486	0.0020150450900546205
290	11244040.837	-0.0013062802882283185
291	11268617.309	-0.0007059521812004063
292	11293185.223	-0.003931454917371898
293	11312785.696	-0.005899027939183532
294	11332944.677	0.005044437266178887
295	11358823.909	0.008826406601705776
296	11380495.165	0.0027834823279818855
297	11400476.805	0.001965271968144567
298	11431757.088	0.005303258815670951
299	11462250.377	0.007132550753964214
300	11487351.303	-0.0007003794593165253
301	11508553.69	-0.004560810916611468
302	11531560.949	-0.004176884461008067
303	11554303.257	0.0038410349686663742
304	11585553.343	-0.0013950966428991436
305	11608969.895	-0.00046280957900365514
306	11627328.716	0.006551418402714193
307	11646379.608	0.0029573716164810896
308	11664077.475	0.0037511137246202223
309	11682484.32	-0.0013401236759937802
310	11701154.624	-0.0012233440515713883
311	11718046.272	-0.0023375686334463903
312	11736312.7	0.0006357403476670723
313	11753737.355	-0.0027058102220526023
314	11774253.399	-0.0014773825492056976
315	11788910.401	-0.002409960921348275
316	11803156.632	-0.001214231836592027
317	11820732.056	0.0018922764287130315
318	11842023.173	-0.0018627427290191473
319	11864999.908	0.00235748206869014
320	11884252.099	0.0009204789243987826
321	11904070.246	-0.0015631975384725737
322	11923570.085	-0.0033554687614640645
323	11941240.66	-0.004570498575187908
324	11960422.663	-0.0009319940847658477
325	11978022.482	-0.0063854617549666095
326	11998055.704	-0.006376856649666652
327	12018650.056	-0.0036622250712875994
328	12038467.314	-0.0011026382999765423
329	12059130.886	0.008063210007521882
330	12076449.068	-0.0009498831093316012
331	12103095.984	-0.0010417818796382109
332	12127738.271	-0.002474615577360718
333	12146964.058	0.002911762103388047
334	12167775.219	0.008398652150381956
335	12191161.251	0.0009120650699525714
336	12209812.648	0.0054550184959972865
337	12227830.954	0.011472184745292198
338	12249873.555	0.014102587273840662
339	12269035.28	0.01287072516710533
340	12287483.322	0.012155249479980468
341	12308816.098	0.0029140522565941555
342	12328173.448	0.004759309903507922
343	12348775.239	0.0070601655397622845
344	12368084.006	0.0009283629011643055
345	12394086.939	0.003821670684800335
346	12416177.98	0.008106044742976286
347	12434694.763	0.005116371776205546
348	12454372.173	0.0022468297852429745
349	12475012.065	0.0020132829936145165
350	12495604.584	0.001712691600971252
351	12514377.117	0.0008345512598245262
352	12533252.638	-0.0016520359374433615
353	12552676.721	-0.0018793990155056863
354	12567980.118	0.001449761948022583
355	12582735.201	-0.003022702051457475
356	12596049.351	-0.0030452800785208665
357	12611103.916	-0.00451906232726103
358	12624678.249	0.00011043385653792402
359	12638961.049	0.0007866426050383803
360	12653326.373	-0.0020794535559514457
361	12667066.88	-0.0019468632864109339
362	12680989.149	-0.0060200769818982095
363	12696262.317	-0.005115802695096022
364	12716713.928	-0.006929847375025513
365	12731572.909	-0.0028690709182521675
366	12744920.149	-0.005861274797497042
367	12757794.275	-0.002016460659836745
368	12770731.948	-0.0030536810330031323
369	12785547.231	0.0003766919735044061
370	12800459.729	0.0014218615388573578
371	12815359.5	-0.004659565090728608
372	12829370.413	0.003211386756149362
373	12843003.845	0.004231825098729498
374	12858496.043	0.0022019201232794613
375	12885019.545	-5.292734825715161e-05
376	12898116.931	-0.002485550717246964
377	12913757.042	0.001386362368741932
378	12931191.246	-0.0009870640186419705
379	12955393.826	0.0006991227100137531
380	12978129.155	4.265641607451631e-05
381	12998883.692	0.00015210242678230745
382	13026521.716	0.0018784583511235124
383	13056996.302	0.0069343447495435456
384	13074296.262	0.003897280820521904
385	13090545.793	0.009686796951289158
386	13103672.081	0.00493257690990724
387	13117947.028	0.005382496720892497
388	13134399.19	0.0034998737648302075
389	13154055.57	0.004783815043353654
390	13173120.401	0.005769557068863986
391	13190413.561	0.005976123963937924
392	13228434.253	0.0013229987905631845
393	13253038.59	0.00605335429141793
394	13271127.773	-0.0005191380341750493
395	13292022.064	-0.0012666103791713918
396	13313494.127	-0.0021476690087367267
397	13340247.214	-0.0001599337592770327
398	13388463.479	-0.005291738152105596
399	13471645.484	-0.004803088245070515
400	13508226.458	-0.0008807768457309499
401	13534970.857	-0.0025903684844014127
402	13556747.194	-0.0019405709052621155
403	13579361.631	0.0025853317027960433
404	13600080.317	0.0008341215796820371
405	13618059.166	0.002138714089805097
406	13635299.473	-0.00138035869714454
407	13653495.092	0.0011983557764885732
408	13669203.618	0.0005321258793786879
409	13690604.495	0.0015784767213607017
410	13711203.194	0.0030371899505248568
411	13734250.324	0.0016772876838971498
412	13761573.752	0.0011918065700816645
413	13779697.595	0.0014454288186629472
414	13799595.048	0.005431735673375805
415	13817951.393	0.004824903066482952
416	13832629.857	0.00128584631273214
417	13844907.339	0.0007125689215382067
418	13859896.938	0.001476530068410413
419	13881429.431	0.0035304584676711507
420	13912028.358	0.0020659061963516877
421	13945083.351	0.0038027110569470125
422	13964835.103	0.007516794205680121
423	13980981.232	5.923539007188516e-05
424	13995513.311	-0.0015639750897170487
425	14009090.866	-0.002386538213853504
426	14019818.173	0.002683635445917589
427	14038735.606	0.0012508044270592193
428	14058159.807	0.001973443989674409
429	14077541.119	0.0019882612262347335
430	14088784.95	0.008578173503357902
431	14101037.588	0.0012576866226752495
432	14115602.854	0.004087963436190758
433	14128485.73	0.0006903010061494983
434	14139438.706	-0.0010147528522753925
435	14150775.214	0.0001351955804949801
436	14162725.046	0.0018426370754896324
437	14178729.453	-0.0026228539676060687
438	14196750.132	-0.0026990806745989123
439	14211700.421	-0.0005730431958125017
440	14226302.452	-0.0013873215455231342
441	14251816.511	-0.0018195356824125186
442	14274595.615	-0.001830268107989746
443	14288450.67	-0.0006677116904474513
444	14303962.563	0.0022665347248312048
445	14321168.265	0.006494060132444845
446	14335616.077	0.0015240114166533596
447	14352977.658	0.0005147053070455074
448	14368280.664	-0.0015097807273074723
449	14381879.511	-0.0005764517574298424
450	14393836.725	0.0006136925280178045
451	14406078.046	0.00022608309972616775
452	14417218.934	-0.004128631913766761
453	14428196.2	-0.005656646605444353
454	14440837.595	-4.9967335500007765e-05
455	14458838.749	-0.006115467683531179
456	14474070.368	0.0004964620699917579
457	14492070.512	0.0029657347055373367
458	14508559.46	0.0073713110991586225
459	14525041.753	0.005186102808268328
460	14544625.312	0.004301564434661495
461	14560769.376	0.002478810522221393
462	14576069.325	0.0017250708473741808
463	14591383.579	0.0006167031068284306
464	14609342.011	-0.0023099604368508313
465	14620255.682	-0.0007906284240277592
466	14632346.355	0.0002761758499661564
467	14647152.806	9.008519300106114e-05
468	14662493.363	0.0030533198691839675
469	14678200.415	0.003823692548680271
470	14691673.806	0.0003060095568807802
471	14705152.886	-0.0006230146743986465
472	14721837.245	0.003338694648859443
473	14738562.783	-0.0014371969810365063
474	14751640.833	0.003976764787335597
475	14767825.176	-0.0010932543291566307
476	14782111.652	-0.0004473920017471998
477	14794474.007	-0.0029634577936891167
478	14811090.276	-0.005414463374359749
479	14832051.731	-0.0006905150653640412
480	14845611.728	-0.005186235784548097
481	14860195.449	-0.002503273819047159
482	14876201.053	-0.006517174325344754
483	14891616.353	0.0007793826659064155
484	14907480.077	0.0005806985523713314
485	14923260.634	-0.0027021929864647857
486	14945970.218	-0.0034367299005960148
487	14972759.131	-0.0018951967312338725
488	14994108.355	0.0016558098815959055
489	15007233.124	0.003274035424926754
490	15018694.389	0.0030971265962128768
491	15029846.427	0.0023093804887921133
492	15043677.599	-0.0009977632275677366
493	15055636.013	1.737687083223556e-06
494	15067100.832	0.0010778663782088453
495	15080665.592	0.0023704159531440718
496	15094204.748	-0.0009679754551160003
497	15107555.643	-0.00010891657289076094
498	15122965.561	-0.0014418224649689081
499	15137128.809	0.007957333779445777
500	15158857.353	0.006304427644998132
501	15174780.389	0.0008049416118743044
502	15191334.208	0.0073120357763323375
503	15207002.999	0.005974283827495498
504	15218898.917	0.0018189102544712422
505	15228723.035	-0.0032809783916502044
506	15238769.276	-0.0032923065072562965
507	15249057.622	-0.0009160790185797786
508	15261078.02	-0.003050810519706208
509	15273113.07	-0.0019382265091289718
510	15285131.938	0.0006215078197882256
511	15296414.213	0.0016850472091055953
512	15308126.687	0.0020556166806201624
513	15319838.777	0.001563500215719554
514	15329965.238	0.001978361736190399
515	15344801.554	-0.0010220292558668093
516	15361209.025	0.002738108451243865
517	15374944.77	0.006576992950912144
518	15388556.186	0.00176428881695998
519	15401976.458	0.00345205435371436
520	15414465.571	0.003909208826288186
521	15427848.498	0.005191772007073555
522	15445635.366	0.002817952876893441
523	15466936.381	0.005608962534586085
524	15483159.705	0.00535719503528451
525	15498371.786	0.0023251489927806623
526	15510772.761	0.006108473055657152
527	15523984.277	0.005843423563489601
528	15538160.003	0.0007977855025402933
529	15554033.495	0.0055713646154025775
530	15571282.389	0.00736799647209694
531	15589564.111	0.011213255566053463
532	15607165.829	0.011622673666836449
533	15623528.648	0.007256914219541004
534	15643797.288	0.017234865456194834
535	15659458.557	0.0035508583438012787
536	15674517.118	0.011380718490302826
537	15689411.519	0.008633069934794622
538	15705575.2	-0.0002094354550213953
539	15720542.623	0.006283057646598038
540	15735881.706	0.0021432670865569044
541	15748088.821	8.846457014090508e-05
542	15765112.938	0.004815248277439232
543	15782811.054	-0.002031914992344399
544	15796221.017	0.0037538343141541104
545	15816041.007	-0.0021724614844333507
546	15830680.803	-0.001960631447194938
547	15845311.336	-0.009852444273970504
548	15859818.991	-0.000946565132703817
549	15884188.589	0.0029133678267202964
550	15901920.536	0.000858796368954971
551	15917527.82	0.00034220116150324235
552	15932733.569	-0.0011840630110642903
553	15948034.564	0.004372188351946999
554	15970620.634	0.004663439071963197
555	15991568.307	0.004969433455498066
556	16004247.595	0.009072253652224553
557	16017516.044	0.006461263226419694
558	16032747.71	0.009620938442575944
559	16052272.41	0.004779687842520369
560	16090439.139	0.006348379222856798
561	16144332.029	0.006667082467731365
562	16159502.862	0.005990595787506755
563	16173462.119	0.004613566663984036
564	16192388.164	0.0009530117781566159
565	16208570.616	0.009804319138019832
566	16229360.833	0.011275375368192495
567	16244339.811	0.0006983843068884983
568	16258665.587	0.0005769368925799419
569	16275266.583	-0.003950887649814837
570	16296639.469	-0.0037505551738404165
571	16310199.278	-0.007708649129413443
572	16321536.76	-0.0051325338392729115
573	16337034.772	-0.003738216572752235
