midpoint	PBS
66643.54166666667	0.0003645994823634258
125423.74583333333	9.669947271684148e-05
161992.77416666667	0.000538193499947231
177622.82666666666	0.004967537870571856
201561.20166666666	0.005510362311687528
229962.345	0.0005807020482929977
255704.56583333333	0.000547662889867603
280607.6408333333	0.0010800773994770214
298976.5133333333	0.00011667133026408837
315741.0625	-0.00020199075437834596
335628.825	-0.0006762076384222485
352855.2241666667	0.00069919862836474
370290.32666666666	0.0017238168723958127
390785.96166666667	0.0006682797714203148
408494.6383333333	0.0012757608171387084
426152.355	0.006867066888442935
447104.11916666664	0.005734934626817607
471679.4708333333	0.0062669375383315315
501886.56666666665	0.010072722010948157
535335.8266666667	0.008807863368311315
563822.8775	0.005015700237333082
586960.3125	0.0035276846803910192
613662.7858333334	0.009545104725101469
635273.2741666667	0.008968779951516966
648130.5925	0.008128633736056335
665339.7641666667	0.012550031178458907
685528.9116666666	0.01192325454134589
705772.3675	0.01658093783690647
722100.825	0.005445069153902804
735156.5525	-0.0013714885316449968
750725.7558333334	-0.0009405839498503022
762886.985	0.005609435844793972
774551.6433333333	0.009091939512351035
795284.4333333333	0.007522023589325614
818028.2175	0.0017598512854075344
836521.1558333334	-0.0020378291736867465
856516.1691666667	0.0019599321046359507
878537.4625	0.004575637569227668
903799.2475	0.0015703869913318224
927819.9883333333	0.0007884543255828225
941598.9933333333	0.0009652865250098993
949678.2783333333	0.002000415099971527
963183.3308333333	0.00377582653076316
979134.545	0.0012965533815111395
992902.0125	0.007823484805166456
1011054.7383333333	0.006797283609575093
1044354.975	0.005997424782377909
1078830.7358333333	0.006608046131666121
1109498.1033333333	0.012181354805695063
1138159.9091666667	0.014072698770985537
1161992.3725	0.002636201847832076
1187582.9841666666	0.0010194073824883495
1214829.5516666668	0.0017683785432067362
1251326.2333333334	0.003080772858607396
1278744.7525	0.008061900446302575
1296444.2708333333	0.009181259432506006
1319795.3733333333	0.0015912904879453417
1343552.9033333333	-0.0038371859348121885
1371734.9958333333	-0.006625798004282796
1401754.7075	-0.002585084746858807
1432101.0358333334	-0.0002346422797386381
1468837.0491666666	0.0016896499022772697
1502415.1908333334	0.010331342754623591
1523725.3325	0.01777754075749941
1538710.6866666668	0.016087686492258956
1552019.305	0.015461837674346439
1564375.8391666666	0.01929303307873771
1580851.2	0.010402875681549783
1601253.6741666666	0.0024897160938142375
1619054.97	0.006591915521691488
1641887.85	0.012193466946591175
1673613.3933333333	0.016372242761947493
1700451.6825	0.007276164330892605
1726389.4825	0.0011174299507937
1762222.3383333334	0.0037877857731448373
1793901.2675	0.003150510187478616
1815769.7233333334	-0.0022435731765576734
1835833.2658333334	-0.003891914197722132
1852835.1491666667	-0.003207617788895784
1869092.3975	-0.0022874559320352253
1889511.8116666668	0.007958659734130014
1911998.4175	0.010068888861610042
1930624.7358333333	0.0035228902359845157
1948338.0408333333	0.0012786624721586601
1964004.7258333333	0.0016241274687653247
1978703.2433333334	-0.0011570146108963802
2001109.4183333332	-0.0020486920566960077
2028341.9191666667	0.004366234975851974
2051214.9491666667	0.003547106115278649
2068341.2341666666	0.0011292011476244496
2086873.71	0.0012199056207464125
2105712.9691666667	0.0020985192855002112
2121505.4558333335	0.0044905205172788565
2142764.0933333333	0.01489963616226517
2183740.1166666667	0.011580503514411486
2244520.5866666664	0.0056804476104627445
2294903.151666667	0.0071145511584813715
2333348.05	0.01167935015296453
2366569.6108333333	0.007077069665514451
2386901.0966666667	0.004679767673727403
2409021.3666666667	0.004842104396955027
2431615.9858333333	0.012134981805439503
2459914.575833333	0.008971282732042458
2499573.8308333335	0.003836956368887915
2534516.1283333334	0.007316122573218393
2558624.879166667	0.008855683700364353
2575886.12	0.009648953491102194
2589907.8866666667	0.0067883720545560775
2602009.0766666667	0.006986986745000551
2614589.7675	0.0022668560513642117
2628906.6666666665	0.016645151997790143
2646556.921666667	0.03833420403649792
2672021.3641666668	0.04650573955455679
2696742.694166667	0.04668387883517361
2716095.0058333334	0.01095005903081721
2737706.3291666666	0.0020881573487846524
2762646.3341666665	0.008749447329659476
2787394.0608333335	0.008050633888820567
2808465.965	0.008928684599131879
2827222.865	0.01783755849312331
2848948.115	0.03232825435555747
2876277.8983333334	0.02111790115683659
2899976.22	0.0003009591196737299
2916415.8466666667	-0.01039144072645646
2932925.4725	-0.014656619424893234
2950324.58	-0.012087591545920665
2964477.7666666666	-0.007314681071475563
2979715.220833333	0.006452166368419275
2998044.6175	0.016700638064540592
3013000.1858333335	0.031681733543909796
3024088.2933333335	0.03160565589740456
3033319.1466666665	0.01669183484715387
3042101.1533333333	0.0165124986480438
3051000.2175	0.03324985173644913
3061696.0366666666	0.037017023752533594
3074386.28	0.03010830843839889
3085598.868333333	0.033980140249091316
3094288.0741666667	0.030626712183998043
3104662.944166667	0.016580460351931975
3114518.6258333335	0.0015869554159482651
3121432.6441666665	0.002143792750913814
3132101.8675	-0.0026787907883050236
3148308.915	-0.00919086801604723
3162328.6708333334	-0.007560036531699347
3171033.9225	-0.0027568731382591333
3179554.1658333335	-0.006141184351843648
3188166.7675	-0.006394972108962371
3197593.195	-0.0042740559536528265
3206666.0633333335	-0.010432136432929872
3212778.97	-0.012687017903475904
3221713.841666667	-0.00937702743008727
