midpoint	PBS
54873.60666666667	0.002891194575204374
74375.3875	0.0033332314105638766
90448.535	0.0028400704895662795
105485.105	-0.00014593563621176738
112340.67166666666	-0.000950218624407017
120758.66666666667	0.008801566281050426
136949.17083333334	0.013469671032254351
158326.73416666666	0.00855728275669563
174365.165	0.00464418228308486
198770.68833333332	0.004424491830610691
243550.2	0.0029594029547502796
284869.68833333335	0.0024210803616200164
320388.5858333333	-0.008829368124566316
349269.9091666667	-0.011299649580587197
363006.43	-0.003661228211780948
373398.2375	-0.004757217956374854
384071.36583333334	-0.0075177370438521745
420624.48833333334	0.010036250353760755
488070.81916666665	0.023879090504954143
535248.6458333334	0.02179221340693128
553996.5191666667	0.014786046364525041
587164.7133333334	0.01881549166660767
622241.3683333333	0.0325293781902746
641403.3633333333	0.032979798201657105
655057.695	0.019118427668478915
669806.1975	0.006546878285960917
692558.1258333334	0.0007214817983720697
716052.4533333334	0.005111053570739991
732511.8316666667	0.006672319792112609
745246.455	0.003083534150726444
759461.4991666666	5.3033758267496154e-05
771943.355	0.00025736093387523554
785333.3233333334	0.005290019494126459
799367.8366666667	0.009240316768594404
811725.9141666667	0.004925075168385504
822670.2241666666	0.0025954263117264117
832155.5016666667	0.008824297517908222
841581.4258333333	0.007772113390484106
849312.8491666666	0.01175403200718983
857900.4058333334	0.02067344940466207
867785.6941666667	0.026624802695498658
878275.7616666667	0.02641151273165426
895231.3716666667	0.01939795980148694
918023.5508333333	0.011759921616698948
941385.7458333333	4.394549046886632e-05
959149.1866666666	-0.0004329741073542459
970499.3891666667	0.005851409101955065
986862.0225	0.0069692023847078835
1008331.0341666667	0.005788650151858501
1039768.5733333334	0.007790256297617145
1077734.6791666667	0.012870423300718102
1099939.2141666666	0.012852025318832372
1113031.165	0.004320563167193624
1128132.5483333333	0.004026403516020217
1141319.17	0.008753007208235554
1161216.4891666668	0.006767375177080714
1204662.485	-0.0006428667181625913
1240050.905	0.0018310705976424292
1252423.4775	0.0018541998177618564
1266779.1275	0.015836196303554775
1279779.2633333334	0.019564780985775604
1289315.4466666668	0.010877061616035445
1299468.0033333334	0.010191189724253015
1316897.1241666668	0.009045548385227059
1337298.6533333333	0.011892270043010574
1359764.28	0.012501491444857415
1389120.6816666666	0.00790066471308661
1418409.665	0.005866139082559471
1453703.0583333333	0.004962243450197941
1482272.3575	0.005261691379189881
1493993.5458333334	0.009863874730330393
1505187.9758333333	0.01069949918051567
1519228.7158333333	0.0027572332483966917
1533895.4866666666	0.0011047824389675224
1547252.2483333333	0.00742501696847518
1558256.925	0.014050498918544404
1568947.8258333334	0.021669976982187457
1583874.63	0.018418657134962026
1600073.8133333332	0.014938959656468416
1613287.1125	0.011313205746880422
1627389.5341666667	0.0030772441111169137
1642766.2183333333	0.0028459135579680405
1654674.7066666668	0.005238390091738098
1679260.8975	0.006131756812389551
1711198.2325	-0.002594324324134503
1728261.9916666667	-0.009500984746111043
1738125.285	-0.0072193744210124235
1749976.6133333333	-0.00521657165265146
1761701.9908333332	-0.0121042240088289
1770576.7541666667	-0.013194410206849446
1779851.895	-0.009037179245123072
1793060.5016666667	-0.004023966996101245
1806641.75	-0.003610927420972708
1817924.7708333333	-0.0017770545839753495
1832530.3458333334	0.001423571292653821
1846810.7483333333	0.0030068562908123
1856278.0416666667	0.0020131165029169374
1866535.8825	0.0033274796333933143
1879438.2433333334	0.0070689357589313944
1890957.53	0.009047102670889392
1899642.1125	0.013184658483480034
1907868.5708333333	0.018849477761282988
1919104.8016666668	0.023270630559838655
1934597.9291666667	0.023895151965828334
1947201.5783333334	0.02019278122007642
1957462.42	0.01331056439908122
1967711.8708333333	0.025032390770445764
1975598.575	0.03794145907220278
1983032.8941666668	0.04203658711900289
1989821.2525	0.036721357933857564
1996481.9041666666	0.02723091380353708
2003647.1383333334	0.0233667472978038
2011496.2075	0.015284249742696406
2019464.5258333334	0.01229895029507568
2027092.185	0.012350707792422018
2034413.6958333333	0.023407515688327676
2041871.9091666667	0.02300098861694485
2050492.015	0.011510765084437666
2059600.0183333333	0.0226784383656766
2067896.9016666666	0.023492571049009228
2076267.38	0.024540328196956552
2085619.4816666667	0.021897514693706873
2095257.7758333334	0.009978705441871119
2104659.2625	0.012527168850315731
2113863.15	0.013426396263657095
2122638.504166667	0.00901709672062429
2130873.071666667	0.008452228618142201
2139391.11	0.012406657682668014
2148133.0391666666	0.013606227615916448
2156318.234166667	0.015089563588865785
2164266.2683333335	0.014885789021367994
2172447.93	0.01022937902125895
2180922.77	0.009363633192224677
2190814.361666667	0.010513256572257369
2201837.2775	0.010563657698945225
2210995.9858333333	0.012589066287642938
2218747.5933333333	0.017449450291273313
2227485.6725	0.020771380620083886
2237825.3775	0.01944417969581272
2247878.799166667	0.01157587168552475
2256355.5033333334	0.00499148628249329
2263766.9966666666	0.003152363255035586
2271273.365833333	0.005377890793384559
2279413.6891666665	0.005849710346410219
2290528.135	0.004854473278761081
2310866.9275	0.005015791422594695
2334309.1275	0.009253083440736068
2349599.47	0.011693837525220565
2360523.720833333	0.00944322314321943
2370315.9383333335	0.011108039957805984
2379908.446666667	0.010442930761805098
2389926.5508333333	0.008751224904318951
2399481.296666667	0.007317405778415289
2409537.4125	0.010836256134050518
2418294.0375	0.012915904546318134
2427136.0	0.01380091378600046
2436511.15	0.016343625354028238
2445161.8508333336	0.0035369635912936093
2453093.36	0.0010294562743835836
2463130.513333333	0.009776345145160065
2473976.785833333	0.01322725629004095
2482272.091666667	0.012150383829244053
2489576.8808333334	0.01286713612525843
2496034.7866666666	0.010897125706395849
2502570.555	0.011339230601939317
2509877.529166667	0.01072965338058804
2518414.4875	0.007226596361386945
2527597.6958333333	0.010736490023042392
2538563.2841666667	0.011766668395006313
2549484.5883333334	0.014726019874151735
2556741.2183333333	0.014329112481625857
2563471.6725	0.00013894683009560004
2574338.158333333	0.0008134608014849251
2585718.803333333	0.010211804485086077
2596772.66	0.012337586810613322
2607903.365	0.01352650312541937
2617086.075833333	0.011378068137173786
2625932.7441666666	0.00408958091375012
2634197.381666667	0.006269414840122735
2642775.8	0.011630369909772344
2652825.566666667	0.011658920916246422
2665246.0116666667	0.008094805426131502
2675610.9558333335	0.0036304789304852396
2685346.17	0.0025966102862875116
2697354.7016666667	0.0020188926123867862
2706825.1725	-0.002887763065324604
2714613.4491666667	0.007834940652515136
2736333.785833333	0.01755809623184192
2760476.195	0.005417543935263716
2771701.7816666667	0.00697394572839456
2780951.9558333335	0.02113342695138549
2792797.4125	0.015788975171443436
2807924.9875	-0.0006717027255519329
2819193.7558333334	-0.005672912611594955
2825769.3333333335	-0.000101093376511526
2833384.1166666667	0.0010427920565907465
2841094.4291666667	0.0011424037662751334
2847856.6591666667	0.004522875911443205
2855386.0683333334	0.008595096758882733
2863556.720833333	0.008234465403037475
2872552.6358333332	0.006630270302373939
2880737.7616666667	0.0035459788562671934
2887052.5241666664	0.003532829523861065
2895077.609166667	0.0030891310918691596
2903278.2883333336	0.0003442114568167474
2909431.446666667	0.002195426558821546
2915539.694166667	0.005803391079764706
2921599.950833333	0.012521465684887217
2927328.966666667	0.025957887260853737
2933357.505	0.019126461153752917
2939868.0766666667	0.0034243309993658585
2947623.125	0.004513946946184974
2960644.486666667	0.007604753779567647
2975330.3333333335	0.008259506651912664
2985284.06	0.006975750348388801
2995078.5016666665	0.004190830001274998
3005733.3525	0.0019568311400319197
3015515.8441666667	0.001312485810858084
3027260.8125	0.001991717415668634
3038694.6483333334	0.001557607142046456
3047545.9266666668	0.0008899837578552598
3055969.200833333	0.0008302845415150983
3064031.7466666666	0.00042017782119806114
3071466.9025	0.0010159150440952087
3082568.7983333333	-0.004336867972622397
3095226.986666667	-0.011064217468329782
3103978.595	-0.0030542644521389492
3111289.9233333333	0.004377178103374877
3122613.908333333	0.005390296017019236
3136696.3158333334	-0.0010925766695709454
3146316.808333333	-0.0018066005849273683
3152280.2483333335	0.0021560852929564333
3158531.8266666667	0.0014062602529748714
3166442.214166667	0.0028194666310439004
3176209.654166667	0.0017681161676570889
3185895.8358333334	0.0021920796294818954
3197749.254166667	0.000856052666533585
3212901.535	-0.004152272437873057
3223593.27	-0.002619991527860221
3229627.424166667	0.0010535485669314
3235930.4158333335	0.003498476891535214
3242816.9366666665	0.003592807891036824
3253074.1266666665	0.0066447819527243315
3263988.0075	0.006606556175630733
3271659.8758333335	0.0017947946217167202
3278396.1375	0.0012095312017160332
3285822.4433333334	0.004422881479518186
3298613.368333333	0.005759942938316852
3311365.490833333	0.006769081385944099
3320938.2533333334	0.011019019786973106
3330546.8833333333	0.011157711095315109
3338219.2616666667	0.009297513236075746
3345683.7758333334	0.013382666698694092
3356107.2316666665	0.014650838190071935
3367969.7741666664	0.015404824331217322
3376695.756666667	0.016830320865056494
3383921.6675	0.012274156847299558
3391455.6766666668	0.01348136700548005
3399087.7641666667	0.012204619613232782
3406565.6875	0.004366183803710388
3413905.27	0.0016926761159710346
3421581.4891666668	0.002333875093171866
3429604.055833333	0.00011453625766359477
3437315.94	0.0021252916402507765
3444165.1633333336	0.004329683872049118
3450695.5775	0.003137820831181375
3457794.723333333	0.0023404772510880775
3466517.506666667	0.0013416924250055791
3476995.5508333333	0.005348725273543229
3486162.8466666667	0.0004571475214169302
3494020.8366666664	-0.0023188542160574527
3502120.365833333	0.006776362184117122
3510500.71	0.015115140315334199
3519949.555833333	0.01287193597511007
3528616.95	0.010319702826418099
3536282.259166667	0.01502108364200868
3544314.470833333	0.01380779375443433
3552527.7975	0.009238953814119776
3561210.7616666667	-0.003366880832857805
3569975.299166667	-0.006622035182834526
3578314.6691666665	0.0007683090990756037
3586400.1841666666	0.0012980208692777119
3594156.7675	0.0010009287605447527
3601721.1433333335	0.0033832560071480385
3609720.9575	0.010221755500094172
3618492.379166667	0.007855411036235558
3627754.7816666667	0.0037693983667408245
3636018.7733333334	0.0038846521106278955
3643466.9616666664	0.0020322455057441963
3651828.0175	0.003734020594473054
3659652.6641666666	0.0015812239054411965
3667996.2275	-0.0012455194342619038
3677956.89	-0.006029166732111404
3686974.2283333335	0.0008198544027490626
3695419.395	0.008069182259430248
3703959.134166667	0.004439773457343572
3712210.275	0.002069942017306183
3720505.6458333335	0.0008933763499330259
3730277.3833333333	0.003835548810120398
3740580.0166666666	0.007786530490018207
3749281.0625	0.007776980311658876
3756410.1241666665	0.015474383459591977
3762786.82	0.015330410186395589
3769878.8558333335	0.005196485239170511
3780478.7933333335	0.002669901231190721
3794134.5575	0.004343931387695919
3804160.3891666667	0.005242428853814279
3810401.1725	0.002021933363354478
3816739.13	-0.0010097545592535188
3824060.058333333	0.0018816080496117725
