midpoint	PBS
14850.14	0.0016456333845855358
29139.315	-0.0021761667750501276
44390.58583333333	-0.00491219250729501
58647.81333333333	-0.001920335246629423
74227.67166666666	-0.0034645289665927313
88727.99083333333	-0.008024565881292607
101146.84833333333	-0.014614121639343827
112922.9	-0.016539440595929943
124637.39583333333	-0.00803101358302387
136581.89833333335	-0.0036335069527497037
148631.9525	-0.004697887824932944
160872.49	-0.004796282035873006
173223.72916666666	-0.002053881020009941
186076.3075	0.0007593175477689438
199276.12583333332	-0.0007815905753865392
212399.48583333334	-0.000276182030923988
225639.30583333335	0.004482874217177741
238510.84583333333	0.00463584143580559
250342.03583333333	0.0012470513277545105
261317.86666666667	0.0025457571944084247
271186.1775	0.002962380315898855
280221.9425	-0.00032395949006817015
289175.05416666664	-0.00030613189414647985
297357.94583333336	-0.0014112658611797153
305780.62166666664	-0.003481534063788528
315197.51916666667	-0.0032045767818680176
326967.49416666664	-0.007076661820686861
342888.1475	-0.006281416676839876
356816.68416666664	-0.003882389957351956
367346.7183333333	-0.006536906511218129
377712.28	-0.007477936551240584
386845.58166666667	-0.003888428940009372
395321.17833333334	-0.004501475446652798
403411.2008333333	-0.006095023963308506
410924.11833333335	-0.004400266584098809
418547.6766666667	-0.004223088835086338
427232.8375	-0.005374937992917764
436207.68916666665	-0.0009916624658518457
445438.38916666666	0.004542782426305563
455036.0966666667	0.0035706581103590977
463538.87416666665	0.0021301919134680903
470988.82416666666	-0.0007165162090250159
478312.1325	-0.006181966431744921
485749.0275	-0.00793498060665282
492951.13	-0.008890369660204378
499489.55916666664	-0.008847445529448612
506427.7783333333	-0.006761635959255035
513613.195	-0.004476690627853635
520298.97583333333	-0.002770723849320024
526954.7283333334	-0.0017405526476112283
533452.85	-0.0005724109356284521
539845.175	0.0012594412484082092
546723.735	-0.0007630438889197301
553910.0291666667	-0.0020711839402655172
561579.675	-0.00022379383239196093
569926.6625	0.0030793924667762654
578441.0158333334	0.0011726407676920373
586850.5075	-0.004732884699701465
594627.2666666667	-0.0018986234892807367
601491.4233333333	0.0012128449741774306
607823.5191666667	-0.0012637523447255046
614566.4975	-0.003327922084031609
621333.2825	-0.002559486500320126
628268.2791666667	-0.003929009675375899
635948.0616666666	-0.0068432555212948965
645382.5125	-0.002105728251770302
655739.0691666667	0.0044392044045661674
664744.1108333333	0.0028757040287824276
673071.4133333333	0.0010982373475215035
680509.7508333334	-0.002571326296456473
686965.9116666666	-0.003686532871917118
692919.4058333334	-0.003791740202285013
699402.2366666667	-0.005130422746871158
708697.1083333333	-0.003619326118549097
717554.1491666667	-0.002239840792666281
723954.1216666667	-0.0022408034389456545
729716.6241666666	-0.002542585131178892
735205.0516666666	-0.0024762173247690747
740932.4	-0.0035931831615544805
746527.4941666666	-0.0056726454277768405
751684.5841666666	-0.0056632982673169244
756707.6925	-0.0024301539529670716
761990.3908333334	-0.002516658056865098
767619.9091666667	-0.005347746381487525
773455.58	-0.00514325000272796
778892.73	-0.0053297118110493934
783718.7191666666	-0.00443665339162204
788395.7883333333	-0.0031288173337504716
793509.1091666666	-0.00388993211998909
798869.2758333334	-0.005481401414148681
804153.4475	-0.005568444421438813
809305.0366666666	-0.004557801820570322
814228.16	-0.003316598859075512
819302.9358333333	-0.002685687964310341
824541.1283333333	-0.004067737674675963
829636.44	-0.003008823883100721
835196.0658333333	-0.002565737095028784
844695.5816666667	-0.0025259949659128325
854755.0258333334	-0.006485541813164331
863072.1991666667	-0.006303294024066311
870402.7991666667	-0.00167886369187192
875947.4875	-0.0017071310190945343
881943.61	-0.0068170666935212735
887853.6691666667	-0.00997337400047472
893294.8441666666	-0.00835215211012077
898781.9525	-0.005818927072205111
904635.8933333333	-0.00326885351449781
910153.9608333333	-0.006605946539760697
915414.8433333334	-0.008751322762152194
920685.8333333334	-0.005951772090558221
925699.8483333334	-0.005927591111366988
930796.935	-0.010065089009217813
936139.3275	-0.008875363919267933
941423.8133333334	-0.006540039372224022
946336.0616666666	-0.007323082590470755
951098.0741666667	-0.005901831184608777
955910.5091666667	-0.003456302665200775
960867.9433333334	-0.005167853451577293
966160.0691666667	-0.005396779207642354
971567.1183333333	-0.003782316606347854
976855.1041666666	-0.003225138847301875
982229.5125	-0.0007046332532250236
987532.7775	-0.003512493555097139
992541.8366666667	-0.010307639421197994
997808.0358333334	-0.013115147256741908
1003394.0791666667	-0.011344846471758499
1008973.5358333334	-0.00958395670897631
1014223.3208333333	-0.009776047603900379
1019458.3033333333	-0.010929190317836315
1024718.04	-0.010689210649570301
1029725.5666666667	-0.010015170306637594
1035297.49	-0.01172893820062209
1041094.49	-0.012652016910065136
1046348.4808333333	-0.008055997902769275
1051295.1225	-0.0031800781851606973
1056246.0266666666	-0.0004163442602601754
1061230.9375	-0.00398540091653519
1066186.675	-0.0072114880815967
1071213.195	-0.007241651223847237
1075911.7558333334	-0.008696085234117154
1080354.6075	-0.007207866838476446
1085245.7675	-0.005705339880233971
1090704.5641666667	-0.005891046171078436
